fe8d77,2024-12-05 17:04:03,OPEN,,
cc4b14,2024-12-05 17:44:32,TEST,motouber,0
dc279e,2024-12-05 17:44:33,TEST,motouber,0
9c5984,2024-12-05 17:44:34,TEST,motouber,0
3bae27,2024-12-05 17:44:34,TEST,motouber,0
0fe165,2024-12-06 03:16:19,OPEN,,
f253ab,2024-12-06 03:16:25,TEST,motouber,62
43d7d1,2024-12-06 03:20:24,TEST,motouber,62
8a6543,2024-12-06 03:22:13,TEST,motouber,62
02e9e7,2024-12-06 03:23:25,TEST,motouber,62
a01a82,2024-12-06 03:30:11,TEST,motouber,62
58b8b8,2024-12-06 03:31:10,TEST,motouber,100
efd0bd,2024-12-06 12:55:21,OPEN,,
63ee47,2024-12-06 12:55:27,TEST,motouber,100
862ba7,2024-12-06 12:55:33,TEST,motouber,100
9153da,2024-12-06 12:55:37,FREE,motouber,
0e8732,2024-12-06 13:40:26,OPEN,,
363557,2024-12-06 13:40:42,TEST,motouber,100
fd187c,2024-12-06 13:47:46,TEST,motouber,100
